Gene stable ID,Mouse gene stable ID,Mouse gene name,Gene name
ENSMOCG00000017917,ENSMUSG00000022359,Wdyhv1,Wdyhv1
ENSMOCG00000017918,ENSMUSG00000090451,Gm6133,
ENSMOCG00000017919,ENSMUSG00000026311,Asb1,Asb1
ENSMOCG00000017920,ENSMUSG00000033159,Cnppd1,Cnppd1
ENSMOCG00000017921,ENSMUSG00000028458,Tesk1,Tesk1
ENSMOCG00000017922,ENSMUSG00000024691,Fam111a,Fam111a
ENSMOCG00000017923,ENSMUSG00000021087,Rtn1,
ENSMOCG00000017924,ENSMUSG00000001525,Tubb5,
ENSMOCG00000017925,,,
ENSMOCG00000017926,ENSMUSG00000028910,Mecr,Mecr
ENSMOCG00000017927,ENSMUSG00000048304,Slitrk3,Slitrk3
ENSMOCG00000017928,,,
ENSMOCG00000017929,ENSMUSG00000050138,Kcnk12,Kcnk12
ENSMOCG00000017930,ENSMUSG00000018599,Mief2,Mief2
ENSMOCG00000017931,ENSMUSG00000039976,Tbc1d16,Tbc1d16
ENSMOCG00000017932,ENSMUSG00000003418,St8sia6,St8sia6
ENSMOCG00000017933,ENSMUSG00000028437,Ubap1,
ENSMOCG00000017934,ENSMUSG00000019303,Psmc3ip,Psmc3ip
ENSMOCG00000017935,ENSMUSG00000023943,Sult1c1,Sult1c1
ENSMOCG00000017936,ENSMUSG00000055817,Mta3,Mta3
ENSMOCG00000017937,ENSMUSG00000021702,Thbs4,Thbs4
ENSMOCG00000017938,ENSMUSG00000048572,Tmem252,Tmem252
ENSMOCG00000017939,ENSMUSG00000058550,Dppa4,Dppa4
ENSMOCG00000017940,ENSMUSG00000028407,Smim27,Smim27
ENSMOCG00000017941,ENSMUSG00000067341,H2-Eb2,
ENSMOCG00000017942,,,
ENSMOCG00000017943,ENSMUSG00000045934,Mtmr11,Mtmr11
ENSMOCG00000017944,,,
ENSMOCG00000017945,ENSMUSG00000024955,Esrra,Esrra
ENSMOCG00000017946,ENSMUSG00000032324,Tspan3,Tspan3
ENSMOCG00000017947,ENSMUSG00000046324,Ermp1,
ENSMOCG00000017948,ENSMUSG00000030849,Fgfr2,Fgfr2
ENSMOCG00000017949,ENSMUSG00000021071,Trim9,Trim9
ENSMOCG00000017950,ENSMUSG00000027536,Chmp4c,Chmp4c
ENSMOCG00000017951,ENSMUSG00000019338,Zfp687,Zfp687
ENSMOCG00000017952,ENSMUSG00000030708,Dnajb13,Dnajb13
ENSMOCG00000017953,ENSMUSG00000035509,Fbxl21,Fbxl21
ENSMOCG00000017954,ENSMUSG00000040712,Camta2,Camta2
ENSMOCG00000017955,ENSMUSG00000057522,Spop,Spop
ENSMOCG00000017956,ENSMUSG00000038702,Dsel,Dsel
ENSMOCG00000017957,ENSMUSG00000027805,Pfn2,Pfn2
ENSMOCG00000017958,ENSMUSG00000028923,Necap2,Necap2
ENSMOCG00000017959,ENSMUSG00000031633,Slc25a4,
ENSMOCG00000017960,ENSMUSG00000015599,Ttbk1,Ttbk1
ENSMOCG00000017961,ENSMUSG00000037001,Zfp39,Zfp39
ENSMOCG00000017962,ENSMUSG00000105993,Tex13c2,Tex13c2
ENSMOCG00000017963,ENSMUSG00000022434,Fam118a,Fam118a
ENSMOCG00000017964,ENSMUSG00000061477,Rps7,
ENSMOCG00000017965,ENSMUSG00000023926,Rhag,Rhag
ENSMOCG00000017966,ENSMUSG00000021950,Anxa8,Anxa8
ENSMOCG00000017967,ENSMUSG00000069607,Cd300ld3,
ENSMOCG00000017967,ENSMUSG00000089753,Cd300ld2,
ENSMOCG00000017967,ENSMUSG00000069609,Cd300ld4,
ENSMOCG00000017967,ENSMUSG00000089722,Cd300ld5,
ENSMOCG00000017967,ENSMUSG00000034641,Cd300ld,
ENSMOCG00000017967,ENSMUSG00000047798,Cd300lf,
ENSMOCG00000017968,,,
ENSMOCG00000017969,ENSMUSG00000036550,Cnot1,Cnot1
ENSMOCG00000017970,ENSMUSG00000093938,Evi2b,
ENSMOCG00000017970,ENSMUSG00000070354,Evi2,
ENSMOCG00000017971,ENSMUSG00000024837,Dmrt1,
ENSMOCG00000017972,ENSMUSG00000034382,AI661453,AI661453
ENSMOCG00000017973,ENSMUSG00000042333,Tnfrsf14,Tnfrsf14
ENSMOCG00000017974,ENSMUSG00000045838,Ccdc9b,Ccdc9b
ENSMOCG00000017975,ENSMUSG00000031422,Morf4l2,Morf4l2
ENSMOCG00000017976,ENSMUSG00000042808,Gpx2,Gpx2
ENSMOCG00000017977,ENSMUSG00000031553,Adam3,Adam3
ENSMOCG00000017978,ENSMUSG00000036957,Lrfn3,Lrfn3
ENSMOCG00000017979,ENSMUSG00000024507,Hsd17b4,Hsd17b4
ENSMOCG00000017980,ENSMUSG00000063065,Mapk3,Mapk3
ENSMOCG00000017981,ENSMUSG00000020309,Chac2,Chac2
ENSMOCG00000017982,ENSMUSG00000038205,Prkab2,Prkab2
ENSMOCG00000017983,ENSMUSG00000054640,Slc8a1,Slc8a1
ENSMOCG00000017984,ENSMUSG00000025198,Erlin1,Erlin1
ENSMOCG00000017985,,,
ENSMOCG00000017986,ENSMUSG00000037846,Rtkn2,Rtkn2
ENSMOCG00000017987,,,
ENSMOCG00000017988,ENSMUSG00000021910,Nisch,
ENSMOCG00000017989,ENSMUSG00000020930,Ccdc103,Ccdc103
ENSMOCG00000017990,ENSMUSG00000020399,Havcr2,
ENSMOCG00000017991,ENSMUSG00000091345,Col6a5,Col6a5
ENSMOCG00000017992,ENSMUSG00000003346,Abhd17a,Abhd17a
ENSMOCG00000017993,ENSMUSG00000054720,Lrrc8c,Lrrc8c
ENSMOCG00000017994,ENSMUSG00000032175,Tyk2,Tyk2
ENSMOCG00000017995,ENSMUSG00000022131,Gpr180,Gpr180
ENSMOCG00000017996,ENSMUSG00000038598,Shoc1,Shoc1
ENSMOCG00000017997,ENSMUSG00000031502,Col4a1,Col4a1
ENSMOCG00000017998,ENSMUSG00000038872,Zfhx3,Zfhx3
ENSMOCG00000017999,ENSMUSG00000037375,Hhat,Hhat
ENSMOCG00000018000,ENSMUSG00000036009,Mettl25,Mettl25
ENSMOCG00000018001,ENSMUSG00000028803,Nipal3,
ENSMOCG00000018002,ENSMUSG00000038965,Ube2l3,
ENSMOCG00000018003,ENSMUSG00000079580,Tmem217,Tmem217
ENSMOCG00000018004,ENSMUSG00000020088,Sar1a,Sar1a
ENSMOCG00000018005,,,
ENSMOCG00000018006,ENSMUSG00000021868,Ppif,Ppif
ENSMOCG00000018007,ENSMUSG00000069607,Cd300ld3,
ENSMOCG00000018007,ENSMUSG00000089753,Cd300ld2,
ENSMOCG00000018007,ENSMUSG00000069609,Cd300ld4,
ENSMOCG00000018007,ENSMUSG00000089722,Cd300ld5,
ENSMOCG00000018007,ENSMUSG00000034641,Cd300ld,
ENSMOCG00000018007,ENSMUSG00000047798,Cd300lf,
ENSMOCG00000018008,ENSMUSG00000015605,Srf,Srf
ENSMOCG00000018009,ENSMUSG00000001034,Mapk7,Mapk7
ENSMOCG00000018010,ENSMUSG00000059189,Olfr913,Olfr913
ENSMOCG00000018011,ENSMUSG00000024104,Washc2,Washc2
ENSMOCG00000018012,ENSMUSG00000032388,Spg21,Spg21
ENSMOCG00000018013,ENSMUSG00000057789,Bak1,Bak1
ENSMOCG00000018014,ENSMUSG00000051599,Pcdhb2,
ENSMOCG00000018015,ENSMUSG00000058558,Rpl5,
ENSMOCG00000018016,ENSMUSG00000030249,Abcc9,Abcc9
ENSMOCG00000018017,ENSMUSG00000047220,Ccdc36,Ccdc36
ENSMOCG00000018018,ENSMUSG00000046034,Otulin,Otulin
ENSMOCG00000018019,ENSMUSG00000008734,Gprc5b,Gprc5b
ENSMOCG00000018020,ENSMUSG00000047180,Neurl3,Neurl3
ENSMOCG00000018021,ENSMUSG00000117975,Itprip,Itprip
ENSMOCG00000018022,ENSMUSG00000027661,Slc2a10,Slc2a10
ENSMOCG00000018023,ENSMUSG00000018983,E2f2,E2f2
ENSMOCG00000018024,ENSMUSG00000113061,Rps18-ps5,
ENSMOCG00000018025,ENSMUSG00000090550,Prlh,Prlh
ENSMOCG00000018026,ENSMUSG00000041629,Fam104a,Fam104a
ENSMOCG00000018027,ENSMUSG00000022365,Derl1,Derl1
ENSMOCG00000018028,ENSMUSG00000030205,Gprc5d,Gprc5d
ENSMOCG00000018029,ENSMUSG00000034868,Myl12b,Myl12b
ENSMOCG00000018030,ENSMUSG00000028295,Smim8,Smim8
ENSMOCG00000018031,,,
ENSMOCG00000018032,ENSMUSG00000053414,Hunk,Hunk
ENSMOCG00000018033,ENSMUSG00000033940,Brk1,Brk1
ENSMOCG00000018034,ENSMUSG00000036510,Cdh8,Cdh8
ENSMOCG00000018035,ENSMUSG00000035704,Alg8,Alg8
ENSMOCG00000018036,ENSMUSG00000018287,Spag7,
ENSMOCG00000018037,ENSMUSG00000038295,Atg9b,Atg9b
ENSMOCG00000018038,ENSMUSG00000039069,Mtg2,Mtg2
ENSMOCG00000018039,ENSMUSG00000041598,Cdc42ep4,Cdc42ep4
ENSMOCG00000018040,ENSMUSG00000024647,Cbln2,Cbln2
ENSMOCG00000018041,ENSMUSG00000031668,Eif2ak3,Eif2ak3
ENSMOCG00000018042,ENSMUSG00000041180,Hectd2,Hectd2
ENSMOCG00000018043,ENSMUSG00000022701,Ccdc191,
ENSMOCG00000018044,,,
ENSMOCG00000018045,ENSMUSG00000046845,Il1f10,Il1f10
ENSMOCG00000018046,ENSMUSG00000043621,Ubxn10,Ubxn10
ENSMOCG00000018047,ENSMUSG00000014177,Tvp23b,Tvp23b
ENSMOCG00000018048,ENSMUSG00000031134,Rbmx,Rbmx
ENSMOCG00000018049,ENSMUSG00000032066,Bco2,Bco2
ENSMOCG00000018050,ENSMUSG00000031516,Dctn6,Dctn6
ENSMOCG00000018051,ENSMUSG00000044006,Cilp2,Cilp2
ENSMOCG00000018052,ENSMUSG00000023572,Ccndbp1,Ccndbp1
ENSMOCG00000018053,ENSMUSG00000073795,Spef1l,Spef1l
ENSMOCG00000018054,ENSMUSG00000004446,Bid,Bid
ENSMOCG00000018055,ENSMUSG00000040681,Hmgn1,
ENSMOCG00000018056,ENSMUSG00000024841,Eif1ad,Eif1ad
ENSMOCG00000018057,ENSMUSG00000039286,Fndc3b,Fndc3b
ENSMOCG00000018058,ENSMUSG00000103800,Pcdha8,
ENSMOCG00000018058,ENSMUSG00000104318,Pcdha7,
ENSMOCG00000018059,ENSMUSG00000046854,Pip5kl1,Pip5kl1
ENSMOCG00000018060,ENSMUSG00000038602,Slc35f1,Slc35f1
ENSMOCG00000018061,ENSMUSG00000039179,Tekt5,Tekt5
ENSMOCG00000018062,ENSMUSG00000036106,Prr5,Prr5
ENSMOCG00000018063,ENSMUSG00000063450,Syne2,Syne2
ENSMOCG00000018064,ENSMUSG00000054400,Cklf,Cklf
ENSMOCG00000018065,ENSMUSG00000020611,Gna13,Gna13
ENSMOCG00000018066,ENSMUSG00000042213,Zfand4,
ENSMOCG00000018067,ENSMUSG00000026317,Cln8,Cln8
ENSMOCG00000018068,ENSMUSG00000048534,Jaml,Jaml
ENSMOCG00000018069,ENSMUSG00000042903,Foxo4,Foxo4
ENSMOCG00000018070,ENSMUSG00000046378,Asphd1,
ENSMOCG00000018071,ENSMUSG00000079283,2310009B15Rik,2310009B15Rik
ENSMOCG00000018072,,,
ENSMOCG00000018073,ENSMUSG00000037349,Nudt22,Nudt22
ENSMOCG00000018074,ENSMUSG00000032091,Tmprss4,Tmprss4
ENSMOCG00000018075,ENSMUSG00000028970,Abcb1b,
ENSMOCG00000018075,ENSMUSG00000040584,Abcb1a,
ENSMOCG00000018076,ENSMUSG00000044595,Dnd1,Dnd1
ENSMOCG00000018077,ENSMUSG00000030879,Mrpl17,Mrpl17
ENSMOCG00000018078,ENSMUSG00000025380,Fscn2,Fscn2
ENSMOCG00000018079,ENSMUSG00000047036,Zfp445,Zfp445
ENSMOCG00000018080,ENSMUSG00000032492,Pth1r,Pth1r
ENSMOCG00000018081,ENSMUSG00000019990,Pde7b,Pde7b
ENSMOCG00000018082,ENSMUSG00000035829,Ppp1r26,Ppp1r26
ENSMOCG00000018083,ENSMUSG00000026483,Fam129a,Fam129a
ENSMOCG00000018084,ENSMUSG00000023052,Npff,Npff
ENSMOCG00000018085,ENSMUSG00000026670,Uap1,Uap1
ENSMOCG00000018086,ENSMUSG00000028327,Stra6l,Stra6l
ENSMOCG00000018087,ENSMUSG00000035275,Raver2,Raver2
ENSMOCG00000018088,ENSMUSG00000029265,Dr1,Dr1
ENSMOCG00000018089,ENSMUSG00000028958,Tmub1,Tmub1
ENSMOCG00000018090,ENSMUSG00000021262,Evl,Evl
ENSMOCG00000018091,ENSMUSG00000021259,Cyp46a1,Cyp46a1
ENSMOCG00000018092,ENSMUSG00000031448,Adprhl1,Adprhl1
ENSMOCG00000018093,ENSMUSG00000038451,Spsb2,Spsb2
ENSMOCG00000018094,ENSMUSG00000024246,Thumpd2,Thumpd2
ENSMOCG00000018095,ENSMUSG00000060992,Copz1,Copz1
ENSMOCG00000018096,ENSMUSG00000044103,Il1f9,Il1f9
ENSMOCG00000018097,ENSMUSG00000022367,Has2,Has2
ENSMOCG00000018098,ENSMUSG00000066007,Zfp600,
ENSMOCG00000018098,ENSMUSG00000044501,Zfp758,
ENSMOCG00000018098,ENSMUSG00000078496,Zfp982,
ENSMOCG00000018099,ENSMUSG00000045009,Prrt3,Prrt3
ENSMOCG00000018100,ENSMUSG00000025478,Dpysl4,Dpysl4
ENSMOCG00000018101,ENSMUSG00000031162,Gata1,Gata1
ENSMOCG00000018102,ENSMUSG00000032812,Arap1,Arap1
ENSMOCG00000018103,ENSMUSG00000032393,Dpp8,Dpp8
ENSMOCG00000018104,ENSMUSG00000036040,Adamtsl2,Adamtsl2
ENSMOCG00000018105,ENSMUSG00000079022,Col22a1,Col22a1
ENSMOCG00000018106,ENSMUSG00000027309,4930402H24Rik,4930402H24Rik
ENSMOCG00000018107,ENSMUSG00000094146,Gm10142,
ENSMOCG00000018107,ENSMUSG00000069584,Gm10272,
ENSMOCG00000018107,ENSMUSG00000094012,Gm10024,
ENSMOCG00000018107,ENSMUSG00000096421,Gm10100,
ENSMOCG00000018107,ENSMUSG00000069583,Krtap12-1,
ENSMOCG00000018108,ENSMUSG00000036815,Dpp10,Dpp10
ENSMOCG00000018109,ENSMUSG00000052160,Pld4,Pld4
ENSMOCG00000018110,ENSMUSG00000028322,Exosc3,Exosc3
ENSMOCG00000018111,ENSMUSG00000024553,Galr1,Galr1
ENSMOCG00000018112,,,
ENSMOCG00000018113,ENSMUSG00000063663,Brwd3,Brwd3
ENSMOCG00000018114,ENSMUSG00000020649,Rrm2,
ENSMOCG00000018115,ENSMUSG00000041708,Mpped1,Mpped1
ENSMOCG00000018116,ENSMUSG00000024201,Kdm4b,Kdm4b
ENSMOCG00000018117,ENSMUSG00000032826,Ank2,
ENSMOCG00000018118,ENSMUSG00000006262,Mob1b,Mob1b
ENSMOCG00000018119,,,
ENSMOCG00000018120,ENSMUSG00000026866,Kynu,Kynu
ENSMOCG00000018121,ENSMUSG00000022335,Zfat,Zfat
ENSMOCG00000018122,ENSMUSG00000011171,Vipr2,Vipr2
ENSMOCG00000018123,ENSMUSG00000032491,Nradd,Nradd
ENSMOCG00000018124,ENSMUSG00000053898,Ech1,Ech1
ENSMOCG00000018125,,,
ENSMOCG00000018126,ENSMUSG00000058318,Phf21a,Phf21a
ENSMOCG00000018127,ENSMUSG00000042662,Dusp15,Dusp15
ENSMOCG00000018128,ENSMUSG00000003070,Efna2,Efna2
ENSMOCG00000018129,ENSMUSG00000029110,Rnf4,Rnf4
ENSMOCG00000018130,ENSMUSG00000026027,Stradb,Stradb
ENSMOCG00000018131,ENSMUSG00000037275,Gemin5,Gemin5
ENSMOCG00000018132,ENSMUSG00000037112,Sik2,Sik2
ENSMOCG00000018133,ENSMUSG00000037957,Wdr20,
ENSMOCG00000018133,ENSMUSG00000035560,Wdr20rt,
ENSMOCG00000018134,ENSMUSG00000027075,Slc43a1,Slc43a1
ENSMOCG00000018135,ENSMUSG00000010505,Myt1,Myt1
ENSMOCG00000018136,ENSMUSG00000106631,Gm42669,
ENSMOCG00000018137,ENSMUSG00000061979,Rcc1l,Rcc1l
ENSMOCG00000018138,ENSMUSG00000078652,Psme3,
ENSMOCG00000018139,ENSMUSG00000027356,Fermt1,Fermt1
ENSMOCG00000018140,ENSMUSG00000021313,Ryr2,Ryr2
ENSMOCG00000018141,ENSMUSG00000032717,Mdfi,Mdfi
ENSMOCG00000018142,ENSMUSG00000022765,Snap29,Snap29
ENSMOCG00000018143,ENSMUSG00000018012,Rac3,Rac3
ENSMOCG00000018144,ENSMUSG00000102976,Zc3h11a,
ENSMOCG00000018144,ENSMUSG00000116275,Zc3h11a,
ENSMOCG00000018145,ENSMUSG00000041028,Ghitm,Ghitm
ENSMOCG00000018146,ENSMUSG00000033685,Ucp2,Ucp2
ENSMOCG00000018147,ENSMUSG00000021451,Sema4d,Sema4d
ENSMOCG00000018148,ENSMUSG00000027010,Slc25a12,Slc25a12
ENSMOCG00000018149,ENSMUSG00000062181,Ces3b,
ENSMOCG00000018149,ENSMUSG00000069922,Ces3a,
ENSMOCG00000018150,ENSMUSG00000012117,Dhdds,Dhdds
ENSMOCG00000018151,ENSMUSG00000048647,Exd1,Exd1
ENSMOCG00000018152,ENSMUSG00000046985,Tapt1,Tapt1
ENSMOCG00000018153,ENSMUSG00000025950,Idh1,IDH1
ENSMOCG00000018154,ENSMUSG00000075543,Urad,Urad
ENSMOCG00000018155,ENSMUSG00000043811,Rtn4r,Rtn4r
ENSMOCG00000018156,ENSMUSG00000030842,Lamtor1,Lamtor1
ENSMOCG00000018157,ENSMUSG00000026571,Dcaf6,Dcaf6
ENSMOCG00000018158,ENSMUSG00000027900,Dram2,Dram2
ENSMOCG00000018159,ENSMUSG00000020810,Cygb,Cygb
ENSMOCG00000018160,ENSMUSG00000025969,Nrp2,Nrp2
ENSMOCG00000018161,,,
ENSMOCG00000018162,ENSMUSG00000052221,Ppp1r36,Ppp1r36
ENSMOCG00000018163,ENSMUSG00000029822,Osbpl3,
ENSMOCG00000018164,ENSMUSG00000011884,Gltp,Gltp
ENSMOCG00000018165,,,
ENSMOCG00000018166,ENSMUSG00000000247,Lhx2,Lhx2
ENSMOCG00000018167,ENSMUSG00000035420,Fam170a,Fam170a
ENSMOCG00000018168,ENSMUSG00000020120,Plek,Plek
ENSMOCG00000018169,ENSMUSG00000042268,Slc26a9,Slc26a9
ENSMOCG00000018170,ENSMUSG00000069170,Adgrv1,
ENSMOCG00000018171,ENSMUSG00000039285,Azi2,Azi2
ENSMOCG00000018172,ENSMUSG00000023032,Slc4a8,Slc4a8
ENSMOCG00000018173,ENSMUSG00000013158,4933405L10Rik,4933405L10Rik
ENSMOCG00000018174,ENSMUSG00000034813,Grip1,Grip1
ENSMOCG00000018175,ENSMUSG00000075327,Zbtb2,Zbtb2
ENSMOCG00000018176,,,
ENSMOCG00000018177,ENSMUSG00000025503,Taldo1,Taldo1
ENSMOCG00000018178,,,
ENSMOCG00000018179,ENSMUSG00000022783,Spag6l,Spag6l
ENSMOCG00000018180,ENSMUSG00000033352,Map2k4,Map2k4
ENSMOCG00000018181,ENSMUSG00000067299,Crygd,Crygd
ENSMOCG00000018182,,,
ENSMOCG00000018183,ENSMUSG00000028102,Pex11b,Pex11b
ENSMOCG00000018184,ENSMUSG00000030127,Cops7a,Cops7a
ENSMOCG00000018185,ENSMUSG00000095522,Aadacl2fm3,Aadacl2fm3
ENSMOCG00000018186,ENSMUSG00000021318,Gli3,Gli3
ENSMOCG00000018187,ENSMUSG00000026626,Ppp2r5a,Ppp2r5a
ENSMOCG00000018188,ENSMUSG00000051228,Nyx,Nyx
ENSMOCG00000018189,ENSMUSG00000027456,Sdcbp2,Sdcbp2
ENSMOCG00000018190,ENSMUSG00000019849,Prep,Prep
ENSMOCG00000018191,,,
ENSMOCG00000018192,ENSMUSG00000015316,Slamf1,Slamf1
ENSMOCG00000018193,ENSMUSG00000029821,Gsdme,Gsdme
ENSMOCG00000018194,ENSMUSG00000002028,Kmt2a,Kmt2a
ENSMOCG00000018195,ENSMUSG00000056632,Dsg3,Dsg3
ENSMOCG00000018196,ENSMUSG00000087075,Lbhd2,Lbhd2
ENSMOCG00000018197,ENSMUSG00000042328,Hps4,Hps4
ENSMOCG00000018198,ENSMUSG00000020805,Slc13a5,Slc13a5
ENSMOCG00000018199,ENSMUSG00000044566,Cage1,Cage1
ENSMOCG00000018200,ENSMUSG00000017064,Prl5a1,Prl5a1
ENSMOCG00000018201,ENSMUSG00000024781,Lipa,Lipa
ENSMOCG00000018202,ENSMUSG00000028979,Masp2,Masp2
ENSMOCG00000018203,ENSMUSG00000038372,Gmds,Gmds
ENSMOCG00000018204,ENSMUSG00000038803,Ost4,Ost4
ENSMOCG00000018205,ENSMUSG00000012609,Ttll5,
ENSMOCG00000018206,ENSMUSG00000039682,Lap3,Lap3
ENSMOCG00000018207,ENSMUSG00000005615,Pcyt1a,Pcyt1a
ENSMOCG00000018208,ENSMUSG00000000563,Atp5pb,
ENSMOCG00000018209,ENSMUSG00000027244,Atg13,Atg13
ENSMOCG00000018210,ENSMUSG00000026566,Mpzl1,
ENSMOCG00000018211,ENSMUSG00000021765,Fst,Fst
ENSMOCG00000018212,ENSMUSG00000041297,Cdk13,Cdk13
ENSMOCG00000018213,ENSMUSG00000059742,Kcnh7,Kcnh7
ENSMOCG00000018214,ENSMUSG00000057135,Scimp,Scimp
ENSMOCG00000018215,ENSMUSG00000028927,Padi2,Padi2
ENSMOCG00000018216,ENSMUSG00000029419,Ajm1,Ajm1
ENSMOCG00000018217,ENSMUSG00000011114,Tbrg1,Tbrg1
ENSMOCG00000018218,ENSMUSG00000016982,Pom121l2,
ENSMOCG00000018219,ENSMUSG00000028990,Lzic,Lzic
ENSMOCG00000018220,ENSMUSG00000040410,Fbxl4,Fbxl4
ENSMOCG00000018221,ENSMUSG00000022313,Utp23,
ENSMOCG00000018222,ENSMUSG00000005686,Ampd3,Ampd3
ENSMOCG00000018223,ENSMUSG00000029207,Apbb2,Apbb2
ENSMOCG00000018224,ENSMUSG00000033985,Tesk2,Tesk2
ENSMOCG00000018225,,,
ENSMOCG00000018226,ENSMUSG00000032123,Dpagt1,Dpagt1
ENSMOCG00000018227,ENSMUSG00000074247,Dda1,Dda1
ENSMOCG00000018228,ENSMUSG00000046020,Pofut1,Pofut1
ENSMOCG00000018229,ENSMUSG00000039419,Cntnap2,Cntnap2
ENSMOCG00000018230,ENSMUSG00000036898,Zfp157,Zfp157
ENSMOCG00000018231,ENSMUSG00000042195,Slc35f2,Slc35f2
ENSMOCG00000018232,ENSMUSG00000053368,Rxfp2,Rxfp2
ENSMOCG00000018233,ENSMUSG00000025036,Sfxn2,Sfxn2
ENSMOCG00000018234,ENSMUSG00000031754,Nudt21,Nudt21
ENSMOCG00000018235,ENSMUSG00000035273,Hpse,Hpse
ENSMOCG00000018236,ENSMUSG00000063239,Grm4,Grm4
ENSMOCG00000018237,ENSMUSG00000079554,Aox2,Aox2
ENSMOCG00000018238,ENSMUSG00000027272,Ubr1,Ubr1
ENSMOCG00000018239,ENSMUSG00000057335,Cep170,
ENSMOCG00000018240,ENSMUSG00000032897,Nfyc,Nfyc
ENSMOCG00000018241,ENSMUSG00000014349,Ube2z,Ube2z
ENSMOCG00000018242,ENSMUSG00000000732,Icosl,Icosl
ENSMOCG00000018243,ENSMUSG00000039414,Heatr5b,Heatr5b
ENSMOCG00000018244,ENSMUSG00000042010,Acacb,
ENSMOCG00000018245,ENSMUSG00000027547,Sall4,Sall4
ENSMOCG00000018246,ENSMUSG00000024539,Ptpn2,Ptpn2
ENSMOCG00000018247,ENSMUSG00000039269,2300002M23Rik,2300002M23Rik
ENSMOCG00000018248,ENSMUSG00000027291,Vps39,Vps39
ENSMOCG00000018249,ENSMUSG00000000531,Grasp,Grasp
ENSMOCG00000018250,,,
ENSMOCG00000018251,ENSMUSG00000043015,Nemp2,
ENSMOCG00000018252,ENSMUSG00000038648,Creb3l2,Creb3l2
ENSMOCG00000018253,ENSMUSG00000026176,Ctdsp1,Ctdsp1
ENSMOCG00000018254,ENSMUSG00000069917,Hba-a2,
ENSMOCG00000018254,ENSMUSG00000069919,Hba-a1,
ENSMOCG00000018255,ENSMUSG00000040605,Bace2,Bace2
ENSMOCG00000018256,ENSMUSG00000031347,Cetn2,
ENSMOCG00000018257,ENSMUSG00000050310,Rictor,Rictor
ENSMOCG00000018258,ENSMUSG00000060063,Alox5ap,Alox5ap
ENSMOCG00000018259,ENSMUSG00000039005,Tlr4,Tlr4
ENSMOCG00000018260,ENSMUSG00000032925,Itgbl1,Itgbl1
ENSMOCG00000018261,ENSMUSG00000022245,Skor1,Skor1
ENSMOCG00000018262,ENSMUSG00000039887,Alg14,Alg14
ENSMOCG00000018263,ENSMUSG00000044222,Defb13,Defb13
ENSMOCG00000018264,ENSMUSG00000091519,Skor2,Skor2
ENSMOCG00000018265,ENSMUSG00000050089,Akap4,Akap4
ENSMOCG00000018266,ENSMUSG00000037071,Scd1,Scd1
ENSMOCG00000018267,ENSMUSG00000029713,Gnb2,Gnb2
ENSMOCG00000018268,ENSMUSG00000028593,Aadacl4fm1,Aadacl4fm1
ENSMOCG00000018269,ENSMUSG00000058966,Fam57b,Fam57b
ENSMOCG00000018270,,,
ENSMOCG00000018271,ENSMUSG00000028402,Mpdz,
ENSMOCG00000018272,ENSMUSG00000018770,Atp5g3,
ENSMOCG00000018273,ENSMUSG00000066148,Prpf4,Prpf4
ENSMOCG00000018274,ENSMUSG00000028187,Rpf1,Rpf1
ENSMOCG00000018275,ENSMUSG00000056899,Immp2l,Immp2l
ENSMOCG00000018276,,,
ENSMOCG00000018277,,,
ENSMOCG00000018278,ENSMUSG00000037235,Mxd4,Mxd4
ENSMOCG00000018279,ENSMUSG00000005198,Polr2a,Polr2a
ENSMOCG00000018280,ENSMUSG00000029377,Ereg,Ereg
ENSMOCG00000018281,ENSMUSG00000027860,Vangl1,Vangl1
ENSMOCG00000018282,ENSMUSG00000020255,D10Wsu102e,D10Wsu102e
ENSMOCG00000018283,ENSMUSG00000055491,Pprc1,
ENSMOCG00000018284,ENSMUSG00000022500,Litaf,Litaf
ENSMOCG00000018285,ENSMUSG00000007209,Ceacam9,Ceacam9
ENSMOCG00000018286,ENSMUSG00000022346,Myc,Myc
ENSMOCG00000018287,ENSMUSG00000084845,Tmem240,Tmem240
ENSMOCG00000018288,ENSMUSG00000033392,Clasp2,Clasp2
ENSMOCG00000018289,ENSMUSG00000063659,Zbtb18,Zbtb18
ENSMOCG00000018290,ENSMUSG00000032381,Ciao2a,Ciao2a
ENSMOCG00000018291,ENSMUSG00000059540,Tcea2,Tcea2
ENSMOCG00000018292,ENSMUSG00000011349,Dmrtc2,
ENSMOCG00000018293,ENSMUSG00000040701,Ap1g2,Ap1g2
ENSMOCG00000018294,ENSMUSG00000073805,Insyn2a,Insyn2a
ENSMOCG00000018295,ENSMUSG00000026526,Fh1,Fh1
ENSMOCG00000018296,ENSMUSG00000020032,Nuak1,Nuak1
ENSMOCG00000018297,ENSMUSG00000042046,Dstyk,Dstyk
ENSMOCG00000018298,ENSMUSG00000020908,Myh3,Myh3
ENSMOCG00000018299,ENSMUSG00000079043,Fastkd5,Fastkd5
ENSMOCG00000018300,ENSMUSG00000042626,Shc1,
ENSMOCG00000018301,ENSMUSG00000039109,F13a1,F13a1
ENSMOCG00000018302,ENSMUSG00000016179,Camk1g,Camk1g
ENSMOCG00000018303,ENSMUSG00000021290,Atp5mpl,Atp5mpl
ENSMOCG00000018304,,,
