"genes" "Transcript.length..including.UTRs.and.CDS."
"18401" "Fer1l6" 5610
"18402" "Hspbap1" 1401
"18403" "Scx" 1096
"18404" "Ptchd3" 3094
"18405" "Hook1" 3629
"18406" "Abhd15" 1539
"18407" "Irs3" 2464
"18408" "ENSMOCG00000020294" 1404
"18409" "Exosc4" 876
"18410" "Zfp628" 3111
"18411" "Eif4e3" 2319
"18412" "ENSMOCG00000020298" 426
"18413" "Igfbpl1" 1132
"18414" "Ctps2" 2308
"18415" "Zfp639" 1458
"18416" "Cmya5" 10935
"18417" "Mpv17" 975
"18418" "S100b" 1494
"18419" "Pax7" 1707
"18420" "Klhl25" 2251
"18421" "Yeats2" 5926
"18422" "Tmem177" 1550
"18423" "Srp72" 3049
"18424" "ENSMOCG00000020310" 530
"18425" "Ccdc186" 6434
"18426" "Hoxb9" 1010
"18427" "Zfp512b" 2622
"18428" "Sptbn2" 8263
"18429" "Qtrt2" 2745
"18430" "Ywhaq" 2155
"18431" "Nsl1" 1224
"18432" "Mllt1" 3514
"18433" "B4galnt1" 2426
"18434" "Hddc2" 911
"18435" "Gipc2" 1278
"18436" "Cd34" 1074
"18437" "Casp9" 1365
"18438" "Psmd12" 1780
"18439" "Snx2" 2046
"18440" "Sipa1l1" 5914
"18441" "Osm" 729
"18442" "Cntn2" 7120
"18443" "Cemip2" 4760
"18444" "Hibch" 924
"18445" "Mylk" 5865
"18446" "Uts2" 372
"18447" "Lysmd3" 1243
"18448" "Tnrc6b" 5364
"18449" "1110012L19Rik" 1125
"18450" "ENSMOCG00000020336" 1887
"18451" "Cdk5" 2169
"18452" "ENSMOCG00000020338" 1988
"18453" "Csmd2" 8712
"18454" "Ibtk" 5938
"18455" "ENSMOCG00000020341" 1383
"18456" "Tenm3" 8157
"18457" "Fbxo30" 3064
"18458" "Klk6" 762
"18459" "Sdc3" 4681
"18460" "Tmem211" 594
"18461" "Mmp12" 1392
"18462" "Acox1" 3899
"18463" "Ccdc90b" 756
"18464" "Daam2" 5674
"18465" "Fgf15" 651
"18466" "ENSMOCG00000020352" 1039
"18467" "Ros1" 7390
"18468" "Atxn10" 1662
"18469" "Hoxb6" 1931
"18470" "Kcnab3" 2530
"18471" "ENSMOCG00000020357" 108
"18472" "Gpr157" 1345
"18473" "Chm" 4986
"18474" "ENSMOCG00000020360" 2412
"18475" "Ankef1" 2698
"18476" "ENSMOCG00000020362" 594
"18477" "Cfap43" 4875
"18478" "Ints14" 2490
"18479" "Cfap299" 702
"18480" "Sprr1a" 438
"18481" "Chrna1" 2089
"18482" "Acox2" 2430
"18483" "Urb2" 5492
"18484" "Cpa4" 2041
"18485" "Pcdh9" 3117
"18486" "Prl6a1" 693
"18487" "Aldh3b1" 2180
"18488" "ENSMOCG00000020374" 686
"18489" "ENSMOCG00000020375" 1373
"18490" "Mmrn1" 3603
"18491" "Rhbdd3" 1633
"18492" "Rmnd5b" 1755
"18493" "Ifitm10" 1199
"18494" "Hcst" 243
"18495" "Abcd1" 3642
"18496" "Zmiz1" 3747
"18497" "C7" 2538
"18498" "Mr1" 1038
"18499" "Cldn6" 1165
"18500" "Ccl5" 720
"18501" "Tnfaip8l2" 646
"18502" "Bbs4" 2478
"18503" "Tmem129" 1261
"18504" "Amh" 1834
"18505" "Ecscr" 690
"18506" "Poldip2" 2078
"18507" "Fbxo32" 5023
"18508" "ENSMOCG00000020394" 1767
"18509" "ENSMOCG00000020395" 93
"18510" "Prtn3" 794
"18511" "Fbxo25" 2052
"18512" "ENSMOCG00000020398" 413
"18513" "Zfp827" 4580
"18514" "Cops3" 1667
"18515" "Slc44a5" 2133
"18516" "Lama3" 10017
"18517" "ENSMOCG00000020403" 1203
"18518" "ENSMOCG00000020404" 2271
"18519" "Slc1a6" 2039
"18520" "Ube2d2a" 2655
"18521" "ENSMOCG00000020407" 1849
"18522" "Ppp6r3" 4681
"18523" "Alg11" 1761
"18524" "Asb6" 2055
"18525" "Pxdn" 6542
"18526" "Atg16l2" 2124
"18527" "Prl2b1" 681
"18528" "ENSMOCG00000020414" 2130
"18529" "Hdgfl2" 2287
"18530" "Lrrtm2" 5081
"18531" "Trappc8" 5161
"18532" "BC005537" 3286
"18533" "Mov10l1" 3489
"18534" "ENSMOCG00000020420" 2652
"18535" "Mcph1" 2421
"18536" "Fbxl12" 1847
"18537" "Txndc16" 3796
"18538" "Pga5" 1116
"18539" "Sh3kbp1" 4967
"18540" "Cfap410" 1090
"18541" "ENSMOCG00000020427" 291
"18542" "Cstf2t" 1896
"18543" "Glycam1" 435
"18544" "Tnip3" 840
"18545" "Fdx1" 2025
"18546" "Gmeb2" 3941
"18547" "Meikin" 1254
"18548" "Ramp1" 819
"18549" "ENSMOCG00000020435" 2372
"18550" "ENSMOCG00000020436" 3393
"18551" "ENSMOCG00000020437" 449
"18552" "Slc22a19" 1656
"18553" "Ghdc" 2250
"18554" "Meltf" 2344
"18555" "Plcd1" 2634
"18556" "Ckm" 1430
"18557" "Acbd6" 1551
"18558" "Maob" 1680
"18559" "Pskh1" 3226
"18560" "ENSMOCG00000020446" 504
"18561" "Fbxw8" 3298
"18562" "Atg3" 1486
"18563" "ENSMOCG00000020449" 4103
"18564" "Vrk1" 1588
"18565" "Lemd2" 1521
"18566" "Rem1" 1502
"18567" "Kcnq5" 2853
"18568" "Tubb1" 1558
"18569" "Rela" 2358
"18570" "Arhgap11a" 2952
"18571" "Prss43" 1104
"18572" "ENSMOCG00000020458" 1716
"18573" "ENSMOCG00000020459" 183
"18574" "Hspa14" 1805
"18575" "Bmf" 1952
"18576" "Ipo4" 3475
"18577" "ENSMOCG00000020463" 1188
"18578" "Spock1" 1332
"18579" "ENSMOCG00000020465" 483
"18580" "Mettl22" 1259
"18581" "ENSMOCG00000020467" 487
"18582" "Nxph4" 1651
"18583" "ENSMOCG00000020469" 3344
"18584" "Zfp454" 1551
"18585" "Adamts17" 3487
"18586" "Sdf4" 1562
"18587" "Tdh" 1550
"18588" "Shc4" 2574
"18589" "ENSMOCG00000020475" 231
"18590" "1700012B09Rik" 637
"18591" "ENSMOCG00000020477" 648
"18592" "Rnf152" 6081
"18593" "ENSMOCG00000020479" 543
"18594" "Ccdc25" 2139
"18595" "Mfsd2a" 2184
"18596" "Siae" 3729
"18597" "Ptchd1" 6288
"18598" "Pxdc1" 1732
"18599" "ENSMOCG00000020485" 237
"18600" "Eif4g2" 5925
"18601" "Cyp26a1" 1777
"18602" "Dppa5a" 354
"18603" "Fgf14" 2244
"18604" "Asb15" 2724
"18605" "Prss38" 972
"18606" "ENSMOCG00000020493" 399
"18607" "ENSMOCG00000020494" 195
"18608" "Mob3c" 1280
"18609" "Efcab12" 2099
"18610" "Rchy1" 1668
"18611" "Tex47" 2745
"18612" "Ddb1" 4319
"18613" "Stambp" 2932
"18614" "ENSMOCG00000020501" 495
"18615" "Adh4" 1773
"18616" "Zfp267" 2313
"18617" "Pecr" 1186
"18618" "Gask1a" 1614
"18619" "Psmg4" 576
"18620" "Ctif" 1978
"18621" "ENSMOCG00000020508" 866
"18622" "Igbp1" 1383
"18623" "Rasal2" 3861
"18624" "Lefty2" 1110
"18625" "Cpn1" 1794
"18626" "Mef2a" 5386
"18627" "Itga8" 5707
"18628" "Gtf2f2" 1495
"18629" "Strap" 2565
"18630" "Qdpr" 1352
"18631" "Use1" 813
"18632" "Rorb" 2920
"18633" "Zfp330" 1711
"18634" "Actg2" 1323
"18635" "Scarb1" 2354
"18636" "ENSMOCG00000020523" 951
"18637" "Bahd1" 4363
"18638" "Mrps11" 882
"18639" "Uap1l1" 1714
"18640" "Cpb1" 1336
"18641" "Ms4a18" 1020
"18642" "Prdm8" 2870
"18643" "Cidec" 1630
"18644" "Pcdh8" 4021
"18645" "Atp6ap1l" 1011
"18646" "Ankar" 4821
"18647" "Gclc" 3289
"18648" "ENSMOCG00000020535" 3879
"18649" "Kcnk4" 1906
"18650" "Arpc4" 889
"18651" "Jade1" 1845
"18652" "ENSMOCG00000020539" 1092
"18653" "Batf3" 417
"18654" "Shc2" 2306
"18655" "Aspscr1" 1829
"18656" "Ermap" 1779
"18657" "Zic3" 3691
"18658" "Nmnat2" 924
"18659" "Mapk9" 4420
"18660" "Men1" 2667
"18661" "ENSMOCG00000020548" 676
"18662" "ENSMOCG00000020549" 895
"18663" "Fnta" 1632
"18664" "Podxl" 1536
"18665" "Plk1" 2204
"18666" "Pold2" 1589
"18667" "Lix1" 1334
"18668" "ENSMOCG00000020555" 437
"18669" "Jph2" 2665
"18670" "Yaf2" 534
"18671" "Fetub" 1402
"18672" "Dync1li1" 1703
"18673" "Xirp1" 3874
"18674" "Sirt1" 2091
"18675" "ENSMOCG00000020562" 1223
"18676" "Rnf181" 627
"18677" "Id1" 938
"18678" "Dlec1" 5220
"18679" "Capn7" 3689
"18680" "ENSMOCG00000020567" 468
"18681" "Ago3" 2538
"18682" "Krt25" 1652
"18683" "Ehmt1" 4848
"18684" "Nnmt" 969
"18685" "Trmt10c" 1716
"18686" "ENSMOCG00000020573" 513
"18687" "ENSMOCG00000020574" 1442
"18688" "4933402J07Rik" 804
"18689" "ENSMOCG00000020576" 612
"18690" "Rpl12" 660
"18691" "Kansl1l" 3760
"18692" "Hnrnph1" 2150
"18693" "Nt5c1b" 1662
"18694" "D5Ertd579e" 6639
"18695" "Nek10" 3363
"18696" "ENSMOCG00000020583" 420
"18697" "Abi1" 3402
"18698" "ENSMOCG00000020585" 852
"18699" "Cox20" 742
"18700" "Dnajc9" 1393
"18701" "Eif4enif1" 3436
"18702" "Ikzf3" 1527
"18703" "Bloc1s5" 1710
"18704" "Cep295nl" 1608
"18705" "Zbtb11" 5093
"18706" "Tmem178b" 429
"18707" "Vdac3" 1401
"18708" "Thnsl2" 1772
"18709" "ENSMOCG00000020596" 1977
"18710" "Syngr4" 968
"18711" "ENSMOCG00000020598" 783
"18712" "Ciart" 1393
"18713" "ENSMOCG00000020600" 2061
"18714" "ENSMOCG00000020601" 4203
"18715" "Mafg" 1456
"18716" "Phkg1" 996
"18717" "Nkd2" 1698
"18718" "ENSMOCG00000020605" 942
"18719" "ENSMOCG00000020606" 1263
"18720" "Rexo4" 2111
"18721" "Grm3" 3284
"18722" "Sept14" 1298
"18723" "Caskin1" 6209
"18724" "Srm" 1301
"18725" "Nfya" 3555
"18726" "Epop" 1101
"18727" "Cd7" 651
"18728" "ENSMOCG00000020615" 240
"18729" "Pstpip1" 1849
"18730" "Ppp1r15a" 1638
"18731" "Ccdc33" 2934
"18732" "Zfp799" 1950
"18733" "Gm1673" 565
"18734" "3110021N24Rik" 342
"18735" "Kank4" 3006
"18736" "Tm2d3" 756
"18737" "Chd4" 6563
"18738" "Eif6" 1110
"18739" "Ccdc14" 3166
"18740" "Man2c1" 3444
"18741" "Gng3" 971
"18742" "ENSMOCG00000020629" 2339
"18743" "Eif2ak4" 5221
"18744" "Morn3" 1122
"18745" "ENSMOCG00000020632" 228
"18746" "2310033P09Rik" 1340
"18747" "ENSMOCG00000020634" 1520
"18748" "Larp4" 2897
"18749" "Slc29a1" 2308
"18750" "Cpa3" 1395
"18751" "Hspa12b" 2906
"18752" "Naa50" 2361
"18753" "Sct" 496
"18754" "Tmem138" 1206
"18755" "Tmem139" 1138
"18756" "Cib4" 750
"18757" "Tonsl" 4214
"18758" "Dcst1" 2355
"18759" "ENSMOCG00000020646" 417
"18760" "Oxct1" 3608
"18761" "Cacna2d3" 3276
"18762" "Pdlim2" 1528
"18763" "Lypd6b" 561
"18764" "Cmtm4" 1096
"18765" "Mob4" 615
"18766" "ENSMOCG00000020653" 726
"18767" "Gtf2h3" 2055
"18768" "Olfr78" 1948
"18769" "Stxbp5" 3408
"18770" "Pstk" 1120
"18771" "Iqgap3" 5701
"18772" "Ttc38" 1499
"18773" "Ccdc8" 1701
"18774" "Dnajc1" 2026
"18775" "Prpsap1" 1668
"18776" "Rgma" 3298
"18777" "Shisa2" 1601
"18778" "Tmprss12" 1320
"18779" "St3gal4" 2035
"18780" "Mrps22" 1138
"18781" "Cnksr3" 2841
"18782" "Ubxn2a" 2553
"18783" "Rapgef4" 4175
"18784" "Mmp11" 2297
"18785" "Ildr1" 1839
"18786" "ENSMOCG00000020673" 555
"18787" "Hagh" 1951
"18788" "Krtap3-1" 621
"18789" "Tmem29" 2563
"18790" "Stum" 423
"18791" "Tuba8" 1554
"18792" "Pde6g" 426
"18793" "Dpf1" 1197
"18794" "Otc" 1569
"18795" "ENSMOCG00000020682" 13783
"18796" "ENSMOCG00000020683" 1661
"18797" "ENSMOCG00000020684" 351
"18798" "Sparcl1" 2799
"18799" "Pdlim3" 1471
"18800" "ENSMOCG00000020687" 945
"18801" "Chrnb2" 3139
"18802" "Pqlc3" 513
"18803" "ENSMOCG00000020690" 367
"18804" "Actr6" 1672
"18805" "Dennd2d" 2036
"18806" "Fstl4" 2526
"18807" "ENSMOCG00000020694" 1179
"18808" "ENSMOCG00000020695" 435
"18809" "Ndst3" 3202
"18810" "Obp2a" 531
"18811" "Artn" 675
"18812" "Slc7a10" 1950
"18813" "Cdc37" 1654
"18814" "ENSMOCG00000020701" 1656
"18815" "Ttpa" 2965
"18816" "Gemin6" 784
"18817" "Nxpe4" 1635
"18818" "Bzw2" 1843
"18819" "ENSMOCG00000020706" 342
"18820" "Krt42" 1528
"18821" "Ergic2" 2015
"18822" "Faap100" 2640
"18823" "ENSMOCG00000020710" 506
"18824" "Ruvbl1" 1671
"18825" "Ncor2" 7428
"18826" "Myh9" 6428
"18827" "Nab2" 2531
"18828" "Med16" 4302
"18829" "ENSMOCG00000020716" 897
"18830" "Mmab" 2744
"18831" "Defb50" 222
"18832" "Klhdc1" 2265
"18833" "Ctdsp2" 1371
"18834" "Nrsn2" 967
"18835" "Adgrg4" 657
"18836" "Ccdc174" 1050
"18837" "Prss48" 936
"18838" "Kank1" 4971
"18839" "Fn3krp" 921
"18840" "ENSMOCG00000020727" 835
"18841" "Eif3h" 1275
"18842" "Dyrk1b" 3991
"18843" "Ndufs6" 503
"18844" "Sntg2" 1898
"18845" "Tex15" 3813
"18846" "Iws1" 2793
"18847" "Pde12" 3579
"18848" "ENSMOCG00000020735" 879
"18849" "Slc16a10" 1930
"18850" "Hcn4" 6049
"18851" "Lipg" 3602
"18852" "Hoxb3" 1841
"18853" "ENSMOCG00000020740" 1914
"18854" "Atmin" 3470
"18855" "Sars" 1921
"18856" "Robo3" 4143
"18857" "ENSMOCG00000020744" 1474
"18858" "ENSMOCG00000020745" 995
"18859" "Pitpnb" 819
"18860" "Enho" 939
"18861" "Smg7" 3705
"18862" "Mprip" 8356
"18863" "ENSMOCG00000020750" 438
"18864" "Sidt1" 2451
"18865" "ENSMOCG00000020752" 603
"18866" "Eif3m" 1302
"18867" "Ino80b" 1218
"18868" "ENSMOCG00000020755" 312
"18869" "Orc6" 1173
"18870" "Supt20" 2901
"18871" "Hibadh" 1836
"18872" "ENSMOCG00000020759" 954
"18873" "Nfe2l2" 1782
"18874" "Dbi" 612
"18875" "Cblb" 6234
"18876" "Micu1" 2303
"18877" "Eml4" 2700
"18878" "Klhl32" 2155
"18879" "Prrt4" 2766
"18880" "Ecpas" 5865
"18881" "Ptgfrn" 5889
"18882" "Olfr980" 813
"18883" "Pnpla3" 1212
"18884" "Lhx4" 1929
"18885" "Enpp4" 4337
"18886" "Slc9b1" 1491
"18887" "Inpp5d" 2787
"18888" "AI413582" 652
"18889" "Ucp3" 1099
"18890" "Pcdh10" 5707
"18891" "Trh" 1384
"18892" "Ptk2" 3732
"18893" "Bud13" 1890
"18894" "5730455P16Rik" 1173
"18895" "ENSMOCG00000020782" 2271
"18896" "Plxna4" 5682
"18897" "ENSMOCG00000020784" 300
"18898" "ENSMOCG00000020785" 297
"18899" "ENSMOCG00000020786" 954
"18900" "Mcm9" 3390
"18901" "Nop16" 854
"18902" "Mapk8" 2879
"18903" "Atp5d" 940
"18904" "Deup1" 2725
"18905" "Bola2" 352
"18906" "Pik3cb" 3993
"18907" "ENSMOCG00000020794" 2219
"18908" "Tmtc4" 2229
"18909" "Meiob" 1647
"18910" "ENSMOCG00000020797" 3231
"18911" "Gphb5" 398
"18912" "Tubgcp4" 2718
"18913" "Fastk" 1900
"18914" "Tnks1bp1" 5814
"18915" "Gfra4" 798
"18916" "Tmem236" 1044
"18917" "Eda2r" 1107
"18918" "Klhl41" 1641
"18919" "Cspg4" 8154
"18920" "Pkhd1l1" 12750
"18921" "Chn2" 1404
"18922" "Zfp87" 1693
"18923" "Tmod2" 2103
"18924" "Calcr" 1911
"18925" "Synpo" 3849
"18926" "Nabp2" 1230
"18927" "Insc" 1873
"18928" "Cmc1" 572
"18929" "ENSMOCG00000020816" 345
"18930" "Inka1" 1043
"18931" "Ephb6" 3755
"18932" "Ncor1" 7263
"18933" "Hoxb7" 821
"18934" "Gpatch2" 4612
"18935" "Gabpb2" 1848
"18936" "Ctdnep1" 1653
"18937" "Tsen2" 1771
"18938" "ENSMOCG00000020825" 1221
"18939" "ENSMOCG00000020826" 1086
"18940" "Mvb12a" 1084
"18941" "Rsrc2" 1910
"18942" "Spink1" 350
"18943" "Slc38a9" 1810
"18944" "Cst8" 1355
"18945" "Zfp180" 3705
"18946" "Ubqln5" 1536
"18947" "ENSMOCG00000020834" 541
"18948" "Myom3" 4275
"18949" "ENSMOCG00000020836" 156
"18950" "Lrrc29" 501
"18951" "Seh1l" 2696
"18952" "Atm" 9132
"18953" "Nek6" 1363
"18954" "ENSMOCG00000020841" 435
"18955" "ENSMOCG00000020842" 462
"18956" "Snx3" 1434
"18957" "ENSMOCG00000020844" 1624
"18958" "Pttg1" 728
"18959" "Thbs2" 5678
"18960" "ENSMOCG00000020847" 4368
"18961" "Pggt1b" 1154
"18962" "ENSMOCG00000020849" 534
"18963" "Anapc13" 428
"18964" "Rps6kl1" 2409
"18965" "Frmd5" 1557
"18966" "Lamb2" 285
"18967" "Msln" 2040
"18968" "Ddx21" 4553
"18969" "Ctnnal1" 3650
"18970" "1700092M07Rik" 249
"18971" "Tgm6" 3330
"18972" "Gmcl1" 2972
"18973" "Cebpzos" 666
"18974" "Lsm4" 752
"18975" "Smbd1" 429
"18976" "Gzmb" 744
"18977" "Rai14" 4720
"18978" "Pdilt" 1770
"18979" "Pcdh15" 5130
"18980" "5730480H06Rik" 2123
"18981" "Guk1" 1085
"18982" "Chuk" 2230
"18983" "Ncf2" 1865
"18984" "Orai2" 3673
"18985" "Esr2" 2876
"18986" "Aknad1" 2046
"18987" "Spag9" 7446
"18988" "Cavin4" 1089
"18989" "Gm40193" 237
"18990" "Noxa1" 1299
"18991" "Actr1a" 2802
"18992" "ENSMOCG00000020879" 861
"18993" "ENSMOCG00000020880" 828
"18994" "Zfp831" 5520
"18995" "Atxn2l" 3843
"18996" "Lyst" 13467
"18997" "Extl1" 3122
"18998" "ENSMOCG00000020885" 778
"18999" "Tmem241" 462
"19000" "Trhr" 1282
"19001" "Clec4f" 1629
"19002" "Slc26a2" 2681
"19003" "0610009B22Rik" 848
"19004" "Fam240a" 279
"19005" "Tbc1d8" 3429
"19006" "Rasgrp1" 1794
"19007" "Pdss1" 1532
"19008" "Dbp" 1643
"19009" "Itih4" 2859
"19010" "D430019H16Rik" 591
"19011" "Kcnc1" 3341
"19012" "ENSMOCG00000020899" 4925
"19013" "Exog" 1122
"19014" "Man1a2" 4797
"19015" "ENSMOCG00000020902" 2084
"19016" "Zfp78" 1536
"19017" "Trmt5" 1923
"19018" "Wdr12" 2421
"19019" "Zdhhc20" 1092
"19020" "Cd96" 1812
"19021" "Smc4" 4160
"19022" "Dhrs7b" 1505
"19023" "Nsmce3" 885
"19024" "Foxo1" 3968
"19025" "ENSMOCG00000020912" 342
"19026" "ENSMOCG00000020913" 5788
"19027" "Fam210a" 1111
"19028" "Plvap" 1892
"19029" "Nmur2" 1188
"19030" "Tbc1d20" 3327
"19031" "Adamts9" 8033
"19032" "ENSMOCG00000020919" 3138
"19033" "Hal" 2829
"19034" "ENSMOCG00000020921" 438
"19035" "Atg2b" 6234
"19036" "Fancd2" 4359
"19037" "Trarg1" 2700
"19038" "Nrn1l" 603
"19039" "ENSMOCG00000020926" 649
"19040" "Dnajc13" 7724
"19041" "Itm2a" 1692
"19042" "Oat" 2196
"19043" "Lime1" 1116
"19044" "Tcea3" 1146
"19045" "Rbfox1" 1191
"19046" "ENSMOCG00000020933" 1558
"19047" "Gnl1" 1990
"19048" "Sp2" 1842
"19049" "Nrxn3" 3303
"19050" "Pex2" 1545
"19051" "Ddx31" 2877
"19052" "Lmo3" 2312
"19053" "Mipep" 2106
"19054" "Lrp8" 2874
"19055" "Chp2" 1366
"19056" "ENSMOCG00000020943" 354
"19057" "Myrip" 4899
"19058" "ENSMOCG00000020945" 2230
"19059" "9930021J03Rik" 5761
"19060" "Zfp879" 1692
"19061" "Zbtb49" 2518
"19062" "Zfp563" 1344
"19063" "Afm" 1833
"19064" "Ccnl1" 2175
"19065" "Cspg5" 2062
"19066" "ENSMOCG00000020953" 246
"19067" "Khdrbs3" 1562
"19068" "Cnot4" 3532
"19069" "ENSMOCG00000020956" 966
"19070" "Dnase1l2" 1808
"19071" "Yme1l1" 2145
"19072" "Slc17a6" 4331
"19073" "Tamm41" 1162
"19074" "ENSMOCG00000020961" 993
"19075" "Ctnnbip1" 2390
"19076" "ENSMOCG00000020963" 459
"19077" "Itgb3bp" 865
"19078" "Lingo3" 3127
"19079" "Ppip5k2" 5467
"19080" "Spag8" 1365
"19081" "Pemt" 1005
"19082" "Fkbp10" 2435
"19083" "2210016L21Rik" 771
"19084" "ENSMOCG00000020971" 582
"19085" "Slc22a4" 1985
"19086" "Ring1" 1739
"19087" "Hprt" 1399
"19088" "ENSMOCG00000020975" 294
"19089" "ENSMOCG00000020976" 912
"19090" "Wdr37" 4577
"19091" "Bud23" 919
"19092" "Lins1" 2283
"19093" "Colq" 2163
"19094" "Atad2" 4062
"19095" "Ptgfr" 3413
"19096" "ENSMOCG00000020983" 435
"19097" "Tulp4" 10690
"19098" "ENSMOCG00000020985" 87
"19099" "ENSMOCG00000020986" 654
"19100" "Mfsd12" 1478
"19101" "Kcnj3" 1506
"19102" "ENSMOCG00000020989" 1796
"19103" "N4bp3" 2561
"19104" "ENSMOCG00000020991" 804
"19105" "Olfr94" 1146
"19106" "ENSMOCG00000020993" 486
"19107" "Zfp366" 2758
"19108" "Slc25a17" 1738
"19109" "ENSMOCG00000020996" 285
"19110" "Sla" 894
"19111" "Cdc40" 2244
"19112" "ENSMOCG00000020999" 1221
"19113" "Zfp449" 1891
"19114" "Znhit3" 1136
"19115" "ENSMOCG00000021002" 2754
"19116" "Vax2" 1085
"19117" "ENSMOCG00000021004" 696
"19118" "Mob1a" 1182
"19119" "Synrg" 3915
"19120" "Cbfa2t3" 2613
"19121" "Eya4" 1851
"19122" "Dld" 4229
"19123" "Gpm6a" 3373
"19124" "Gdf6" 1832
"19125" "Nhsl1" 4761
"19126" "ENSMOCG00000021013" 312
"19127" "Tspan33" 2025
"19128" "Ccdc110" 2532
"19129" "Mrpl22" 715
"19130" "Il1rl2" 1722
"19131" "Rilpl1" 2239
"19132" "Gstz1" 1370
"19133" "Flad1" 1995
"19134" "Smtnl2" 1284
"19135" "ENSMOCG00000021022" 726
"19136" "Rnf126" 1589
"19137" "ENSMOCG00000021024" 69
"19138" "Adi1" 1331
"19139" "Prdm12" 1182
"19140" "NCKIPSD" 2946
"19141" "Nsun5" 1446
"19142" "Wnt11" 2238
"19143" "Osbpl2" 2891
"19144" "Ppa2" 1153
"19145" "Ezh1" 4293
"19146" "Rpap3" 2415
"19147" "1810065E05Rik" 714
"19148" "ENSMOCG00000021035" 996
"19149" "Atp2c1" 2784
"19150" "Pate1" 378
"19151" "ENSMOCG00000021038" 2475
"19152" "Fam151a" 1824
"19153" "ENSMOCG00000021040" 1430
"19154" "Cmas" 1805
"19155" "ENSMOCG00000021042" 579
"19156" "Neto1" 8678
"19157" "1700030J22Rik" 2542
"19158" "Lrfn5" 2561
"19159" "Col4a2" 5079
"19160" "Sez6l2" 4264
"19161" "Xk" 1347
"19162" "ENSMOCG00000021049" 369
"19163" "Dgka" 2581
"19164" "Actl11" 3570
"19165" "Ltc4s" 342
"19166" "Unc50" 1173
"19167" "Osbpl7" 2754
"19168" "Itgb5" 3056
"19169" "ENSMOCG00000021056" 2181
"19170" "Bax" 858
"19171" "Plg" 2747
"19172" "ENSMOCG00000021059" 924
"19173" "Slc17a9" 1506
"19174" "M6pr" 2363
"19175" "Polr2l" 433
"19176" "ENSMOCG00000021063" 2687
"19177" "Nab1" 1392
"19178" "Foxp4" 3976
"19179" "2010300C02Rik" 3243
"19180" "Tmem164" 3279
"19181" "Zbtb34" 1557
"19182" "ENSMOCG00000021069" 3655
"19183" "Rnf38" 4743
"19184" "Tmem60" 817
"19185" "Tomm40l" 2888
"19186" "Edc4" 4807
"19187" "Tdo2" 1726
"19188" "Riox2" 2197
"19189" "Adss" 2513
"19190" "ENSMOCG00000021077" 5148
"19191" "Ubox5" 2294
"19192" "Crp" 997
"19193" "ENSMOCG00000021080" 519
"19194" "Plekhh2" 4776
"19195" "Tpmt" 1348
"19196" "Lipn" 1203
"19197" "Pdhx" 2381
"19198" "Cx3cr1" 3524
"19199" "Mefv" 2412
"19200" "Cox6a2" 396
"19201" "Hsd17b1" 1307
"19202" "Ttll6" 2445
"19203" "Cpz" 2133
"19204" "Lamc2" 4983
"19205" "Mitf" 1581
"19206" "Pigv" 1178
"19207" "Sp5" 2114
"19208" "Ccdc3" 1973
"19209" "Gm10267" 255
"19210" "Ankrd13a" 3559
"19211" "Car13" 2690
"19212" "Tet1" 5832
"19213" "Pde6b" 2798
"19214" "Spaca1" 903
"19215" "Cltc" 6404
"19216" "Zfhx4" 13901
"19217" "Slc22a6" 1922
"19218" "Fmo2" 2253
"19219" "Dnah17" 13437
"19220" "Pard3b" 3618
"19221" "Ydjc" 780
"19222" "ENSMOCG00000021109" 3431
"19223" "Zbtb44" 2261
"19224" "Enkur" 1200
"19225" "Tob2" 3885
"19226" "Rab24" 1230
"19227" "Stmn1" 1049
"19228" "Poglut1" 2760
"19229" "Acp6" 1886
"19230" "Slc19a2" 1814
"19231" "En1" 1113
"19232" "Apoa2" 541
"19233" "Odf3l1" 1145
"19234" "Parp14" 3936
"19235" "Tle2" 2262
"19236" "Kcnn2" 2865
"19237" "Repin1" 1860
"19238" "Dyrk1a" 5005
"19239" "Elof1" 930
"19240" "Rit1" 2701
"19241" "Cd209c" 519
"19242" "Rad1" 1322
"19243" "E2f7" 2712
"19244" "ENSMOCG00000021131" 930
"19245" "Trp53inp1" 1124
"19246" "Nfic" 6209
"19247" "Scyl3" 3233
"19248" "Fbln7" 1323
"19249" "Ccn5" 753
"19250" "Renbp" 1167
"19251" "Rab11a" 2344
"19252" "Vav1" 2951
"19253" "Hlcs" 2172
"19254" "Uqcr11" 433
"19255" "ENSMOCG00000021142" 294
"19256" "Tex264" 1879
"19257" "Mrtfa" 4155
"19258" "Bnip2" 1510
"19259" "Adgrg7" 2361
"19260" "BC004004" 1452
"19261" "Krt222" 2994
"19262" "Ecm2" 2210
"19263" "Myh7b" 5721
"19264" "Mmrn2" 4211
"19265" "Cdc6" 2525
"19266" "Plin5" 1305
"19267" "ENSMOCG00000021154" 834
"19268" "ENSMOCG00000021155" 2283
"19269" "Calca" 387
"19270" "Igfbp4" 2163
"19271" "ENSMOCG00000021158" 471
"19272" "Acvr1c" 2284
"19273" "1700001C02Rik" 716
"19274" "Clca2" 2025
"19275" "Sertad4" 1305
"19276" "Srsf9" 2081
"19277" "ENSMOCG00000021164" 402
"19278" "Gstm2" 1077
"19279" "Trpc6" 2790
"19280" "Sorbs1" 5221
